type=0
parse=1
Decoder=3
timeout=30
playerType=2
ua=http/1.1 okhttp/3.8.1 okhttp/3.15 okhttp/4.12.0 Herissmon/2016 judy/5.2.1 RobYang/5.2.1 Lavf/58.12.100 catvod.com Goiptv/8.8.8 Goiptv/0.0.1 xieanqishiwoerzi/0.0.1 okHttp/Mod-1.0.0 Mozilla/5.0 AppleWebKit/537.36 Chrome/108.0.0.0 Safari/537.36 okhttp/5.3.2



🚧 0202 check,#genre#
寰宇新聞台灣,http://dreamtv.sylu.net:2082/play/4gtv-4gtv156/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy
鏡新聞,https://www.youtube.com/watch?v=5n0y6b0Q25o
鏡新聞,http://211.23.114.106:8545/http/59.120.8.187:8092/upload/114/MNEWS_TS-1111_1.m3u8
鏡新聞,http://211.23.114.106:8545/http/61.67.128.137:8092/upload/114/MNEWS_TS-1111_1.m3u8
鏡新聞,http://7.iptv543.com:50007/4gtv-4gtv075/index.m3u8?token=kTbOOJTb0TSnmN600ULhXpIlRzWpmeuTNWIHjk2DQtaZm33FiYPlZOXRQDQvqBpl
鏡新聞,http://dreamtv.sylu.net:2082/play/4gtv-4gtv075/index.m3u8?token=lxbjj8O2w50t7jTlHHZVNvjQR_SxVy86CKier7PVtDGLWgE1ojaO69xOwH_FyNfw&type=stream_proxy






🦋 YouTube新聞,#genre#



TVBS News,https://www.youtube.com/watch?v=m_dhMSvUCIc
三立iNEWS,https://www.youtube.com/watch?v=pF507BLtbqU
三立新聞,https://www.youtube.com/watch?v=QsGswQvRmtU
中天新聞,https://www.youtube.com/watch?v=vr3XyVCR4T0
中視新聞,https://www.youtube.com/watch?v=TCnaIE_SAtM
公視,https://www.youtube.com/watch?v=C6gYqSHLRw4
公視台語,https://www.youtube.com/watch?v=6KlRR_DGhmI
公視新聞,https://www.youtube.com/watch?v=quwqlazU-c8
台視新聞,https://www.youtube.com/watch?v=xL0ch83RAK8
民視新聞,https://www.youtube.com/watch?v=ylYJSBUgaMA
東森財經股市,https://www.youtube.com/watch?v=AEBeWMM1atA
東森財經新聞,https://www.youtube.com/watch?v=1I2iq41Akmo
東森新聞,https://www.youtube.com/watch?v=V1p33hqPrUk
非凡財經,https://www.youtube.com/watch?v=eA6Aczd3FZM
倪珍英語新聞,https://www.youtube.com/watch?v=HSImh9Pz_44
倪珍報氣象,https://www.youtube.com/watch?v=Tf3mktyg6bU
倪珍播新聞,https://www.youtube.com/watch?v=YBgQRpZqeug
華視新聞,https://www.youtube.com/watch?v=wM0g8EoUZ_E
新唐人亞太,https://www.youtube.com/watch?v=Bhp_V7H5QoY
鳳凰衛視,https://www.youtube.com/watch?v=fN9uYWCjQaw
寰宇財經,https://www.youtube.com/watch?v=7G62ua4RruQ
寰宇新聞,https://www.youtube.com/watch?v=6IquAgfvYmc
寰宇新聞台灣,https://www.youtube.com/watch?v=w87VGpgd90U
鏡新聞,https://www.youtube.com/watch?v=5n0y6b0Q25o



ABC News,https://www.youtube.com/watch?v=iipR5yUp36o
Arirang TV,https://www.youtube.com/watch?v=CJVBX7KI5nU
CCTV4 中文國際(亞洲),https://www.youtube.com/watch?v=7j92Myu2wzg
CCTV4 中文國際(美洲),https://www.youtube.com/watch?v=f6Kq93wnaZ8
FRANCE 24,https://www.youtube.com/watch?v=Ap-UM1O9RBU
JapaNews24,https://www.youtube.com/watch?v=coYw-eVU0Ks
KBS WORLD TV,https://www.youtube.com/watch?v=OxQQsIvJTTU
NHK WORLD,https://www.youtube.com/watch?v=f0lYkdA-Gtw
Sky News,https://www.youtube.com/watch?v=YDvsBbKfLPA
メ～テレNEWS,https://www.youtube.com/watch?v=-C6FE2m7kX8




🦄 YouTube影視,#genre#


Love Nature 1,https://www.youtube.com/watch?v=daqB3i9WYIY
Love Nature 2,https://www.youtube.com/watch?v=vBnErz43N1A


International Space Station,https://www.youtube.com/watch?v=0FBiyFpV__g
NASA Earth From Space,https://www.youtube.com/watch?v=QviXe8xvA50


中華一番,https://www.youtube.com/watch?v=mRCXonM5ru8
我們這一家,https://www.youtube.com/watch?v=e1gbvCkwxFE
新哆啦A夢,https://www.youtube.com/watch?v=jbZCyIhL4WQ
蠟筆小新,https://www.youtube.com/watch?v=ENnjj7jQ23g
蠟筆小新劇場版系列,https://www.youtube.com/watch?v=tBYG62NeTdU


獵人,https://www.youtube.com/watch?v=UVouDle2jHc
戀上換裝娃娃,https://www.youtube.com/watch?v=7WD9k5BT5zU
JOJO的奇妙冒險,https://www.youtube.com/watch?v=4_JnTQCn9Kg
葬送的芙莉蓮,https://www.youtube.com/watch?v=v1ZmBzh9pxs
進擊的巨人,https://www.youtube.com/watch?v=GlVvyu7jehk
輝夜姬想讓人告白系列,https://www.youtube.com/watch?v=wEkaLDlGyIU


搖曳露營,https://www.youtube.com/watch?v=NRxuI4TULWs
遊戲王,https://www.youtube.com/watch?v=SHngPS2mRac


TOM and JERRY 1,https://www.youtube.com/watch?v=6a23sxk5_vM
TOM and JERRY 2,https://www.youtube.com/watch?v=_XeGYNTiuSM
TOM and JERRY 3,https://www.youtube.com/watch?v=rEKifG2XUZg

豆豆先生,https://www.youtube.com/watch?v=dmSxr1TD8GQ

豬哥會社,https://www.youtube.com/watch?v=v8MUGB4vst8

萬秀豬王,https://www.youtube.com/watch?v=ADDSmXoPDY8

超級冰冰Show,https://www.youtube.com/watch?v=3bAc9rGxNPg

11點熱吵店,https://www.youtube.com/watch?v=HIE1r3ELkbo

台視時光機,https://www.youtube.com/watch?v=MlpGNrF88FI
神機妙算劉伯溫,https://www.youtube.com/watch?v=fH2POwXR-xw
星星知我心,https://www.youtube.com/watch?v=2z1QW5OptRE
流氓教授,https://www.youtube.com/watch?v=nt6SoW6D5i8
精彩類戲劇,https://www.youtube.com/watch?v=MlpGNrF88FI


九重紫,https://www.youtube.com/watch?v=ESCvRS78MBk
神鵰俠侶2,https://www.youtube.com/watch?v=OyTd6lXP32Y
神鵰俠侶3,https://www.youtube.com/watch?v=7syefcmbpFE
光芒,https://www.youtube.com/watch?v=Wsz2YuQ422g

天才衝衝衝,https://www.youtube.com/watch?v=0ePhPlTJbGo
現代嘉慶君,https://www.youtube.com/watch?v=OhA_G0s9pqw

台灣奇案,https://www.youtube.com/watch?v=NyrdWXddfR4
廉政英雄,https://www.youtube.com/watch?v=TXKWbIPgD_8
新玫瑰瞳鈴眼,https://www.youtube.com/watch?v=qJMFuMRLee4
我的老師叫小賀,https://www.youtube.com/watch?v=6CQZxYpW9q4
藍色水玲瓏,https://www.youtube.com/watch?v=rTcTVZBZtYs
新兵日記,https://www.youtube.com/watch?v=032kEdR9Lic

台灣龍捲風,https://www.youtube.com/watch?v=LywmGVSqUxg
世間情,https://www.youtube.com/watch?v=PEK0rwBXl2M
阿爸的願望,https://www.youtube.com/watch?v=fsykZDGND_o
一家團圓,https://www.youtube.com/watch?v=FuRbrw9lliI
天之驕女,https://www.youtube.com/watch?v=zZviZGp9NmA

包青天,https://www.youtube.com/watch?v=_AKIOe2Sh_g
台灣靈異事件,https://www.youtube.com/watch?v=7PrYe8ykEjY

微微一笑很傾城,https://www.youtube.com/watch?v=o1_-ArZ32Dw
知否知否應是綠肥紅瘦,https://www.youtube.com/watch?v=Kalt-NQXFMU
琅琊榜,https://www.youtube.com/watch?v=H4X-DA9BMR0


飛龍在天,https://www.youtube.com/watch?v=Nfwr1WBXt9I
意難忘,https://www.youtube.com/watch?v=yzdKYRUCdxQ
豬哥秀直播馬拉松,https://www.youtube.com/watch?v=DFqBPb7EW5g
親戚不計較,https://www.youtube.com/watch?v=GjXBXz5dl6E

飢餓遊戲,https://www.youtube.com/watch?v=wiwPHyJj6pI
飢餓遊戲點閱人氣榜,https://www.youtube.com/watch?v=UJgN7q6jpns

愛情魔髮師,https://www.youtube.com/watch?v=ih93UlH3Q_k
浮士德的微笑,https://www.youtube.com/watch?v=6CvUw2EAdG0

終極系列,https://www.youtube.com/watch?v=HKDuzWlyGts

綜藝玩很大,https://www.youtube.com/watch?v=uehKhWmttVE

戲說台灣,https://www.youtube.com/watch?v=rfSblpvy_rY

翻牆的記憶,https://www.youtube.com/watch?v=Ok_6gWYl_-Y



🍁 歡樂看TV,#genre#


台視新聞台,video://http://www.faintv.com/channel/19366
歡樂看新聞,video://http://www.faintv.com/channel/19670
寰宇財經台,video://http://www.faintv.com/channel/141
寰宇新聞台灣台,video://http://www.faintv.com/channel/137
寰宇新聞台,video://http://www.faintv.com/channel/136
CNEX紀實頻道,video://http://www.faintv.com/channel/18295
鳳凰衛視香港台,video://http://www.faintv.com/channel/18965
新唐人電視,video://http://www.faintv.com/channel/8976
台灣啟示錄,video://http://www.faintv.com/channel/18254
大大平評理,video://http://www.faintv.com/channel/18310
政治狠狠問,video://http://www.faintv.com/channel/21235
LINE TODAY看世界,video://http://www.faintv.com/channel/18948
論政天下之鬥而不破,video://https://www.faintv.com/channel/16488
小宇宙大爆發,video://http://www.faintv.com/channel/18475




台視,video://http://www.faintv.com/channel/19371
中天亞洲台,video://https://www.faintv.com/channel/121
Smart知識台,video://http://www.faintv.com/channel/68
ETtoday綜合台,video://http://www.faintv.com/channel/146
大愛一台,video://http://www.faintv.com/channel/1869
大愛二台,video://http://www.faintv.com/channel/11877
好消息綜合台,video://http://www.faintv.com/channel/101
好消息真理台,video://http://www.faintv.com/channel/103
東森購物2台,video://http://www.faintv.com/channel/14909
東森購物3台,video://http://www.faintv.com/channel/14908
東森購物4台,video://http://www.faintv.com/channel/16555
東森購物5台,video://http://www.faintv.com/channel/16556



雲端創作音樂台,video://http://www.faintv.com/channel/18271
雲端電音音樂台,video://http://www.faintv.com/channel/16174
楊桃美食台,video://http://www.faintv.com/channel/16650
吉馬欣代音樂,video://http://www.faintv.com/channel/18636
行動電源出發吧,video://https://www.faintv.com/channel/20308
請問今晚住誰家,video://http://www.faintv.com/channel/20309
花甲少年趣旅行,video://http://www.faintv.com/channel/20559



龍華電影台,video://http://www.faintv.com/channel/132
龍華經典台,video://http://www.faintv.com/channel/234
龍華洋片台,video://http://www.faintv.com/channel/228
龍華日韓台,video://http://www.faintv.com/channel/116
龍華戲劇台,video://http://www.faintv.com/channel/95
龍華偶像台,video://http://www.faintv.com/channel/122



龍華卡通台,video://http://www.faintv.com/channel/89
森林特工大腳丫家族,video://https://www.faintv.com/channel/15300
北海小英雄,video://https://www.faintv.com/channel/19468
菲利斯之永夜島歷險記,video://https://www.faintv.com/channel/21556
紅鞋公主與七矮人,video://https://www.faintv.com/channel/21516
新幹線變形機器人,video://https://www.faintv.com/channel/21553
露西亞的聖誕願望,video://https://www.faintv.com/channel/20362
小狼童阿飛,video://https://www.faintv.com/channel/21557
迷雁返家路,video://https://www.faintv.com/channel/22103



Pace Sport,video://http://www.faintv.com/channel/5353
MOMO運動綜合台,video://http://www.faintv.com/channel/14009
博斯高球一台,video://http://www.faintv.com/channel/108
博斯高球二台,video://http://www.faintv.com/channel/125
博斯無限台,video://http://www.faintv.com/channel/129
博斯無限二台,video://http://www.faintv.com/channel/418
博斯網球台,video://http://www.faintv.com/channel/53
博斯魅力台,video://http://www.faintv.com/channel/135
博斯運動一台,video://http://www.faintv.com/channel/102
博斯運動二台,video://http://www.faintv.com/channel/124



EuroNews,video://http://www.faintv.com/channel/17576
CNA News,video://http://www.faintv.com/channel/12284
FRANCE 24,video://http://www.faintv.com/channel/16271
ARIRANG NEWS,video://http://www.faintv.com/channel/16272



雍正王朝,video://https://www.faintv.com/channel/17309
善德女王,video://https://www.faintv.com/channel/15359
家宴,video://https://www.faintv.com/channel/6945
鳯囚凰,video://https://www.faintv.com/channel/17313
愛上ㄆㄤˋ滋味,video://https://www.faintv.com/channel/21568
路邊董事長,video://https://www.faintv.com/channel/18199
人生算什麼,video://https://www.faintv.com/channel/18197
天下第一招,video://https://www.faintv.com/channel/21869



雲端電音狂潮,video://http://www.faintv.com/channel/20370
雲端爵士樂,video://https://www.faintv.com/channel/21549
雲端鋼琴音樂,video://https://www.faintv.com/channel/22124
雲端水晶音樂,video://https://www.faintv.com/channel/22125
雲端巴薩諾瓦音樂,video://https://www.faintv.com/channel/22126
美女郊遊遊,video://http://www.faintv.com/channel/19121
交換旅遊日記,video://http://www.faintv.com/channel/18978
富士山朝聖之旅,video://http://www.faintv.com/channel/19407
煮吧換咗我阿媽,video://https://www.faintv.com/channel/19194
餸情,video://https://www.faintv.com/channel/19459
如常,video://https://www.faintv.com/channel/17895



隱形少女,video://http://www.faintv.com/channel/21026
玩命賽道,video://http://www.faintv.com/channel/21028
入侵者,video://http://www.faintv.com/channel/20363
史前魔種,video://https://www.faintv.com/channel/21641
校園爭霸戰,video://https://www.faintv.com/channel/19233
不丹是教室,video://https://www.faintv.com/channel/21646
死屍日,video://https://www.faintv.com/channel/17686
無間行者之生死潛行,video://http://www.faintv.com/channel/16501
阿虎,video://http://www.faintv.com/channel/19230
寒戰2,video://http://www.faintv.com/channel/16473
三國殺幻,video://https://www.faintv.com/channel/21642
變種人幽靈戰姬,video://https://www.faintv.com/channel/21648
臥底巨星,video://https://www.faintv.com/channel/22095
西遊記-女兒國,video://https://www.faintv.com/channel/17920
古劍奇譚之流月昭明,video://https://www.faintv.com/channel/21031





🐣 FastTV飛速看,#genre#








🌸 日韓頻道,#genre#



テレ朝NEWS24,https://www.youtube.com/watch?v=coYw-eVU0Ks
緊急地震速報,https://www.youtube.com/watch?v=c7_kqMFDE8c
日テレNEWS,https://www.youtube.com/watch?v=t9kwjZBLI-A
QVCライブ,https://www.youtube.com/watch?v=dPTTMvUm9uA
Speak Japanese,https://www.youtube.com/watch?v=9VWh8jRfUmY
NHK G,https://nl.utako.moe/NHK_G/index.m3u8
NHK E,https://nl.utako.moe/NHK_E/index.m3u8
NTV,https://nl.utako.moe/Nippon_TV/index.m3u8
TBS,https://nl.utako.moe/TBS/index.m3u8
Fuji TV,https://nl.utako.moe/Fuji_TV/index.m3u8
TV Asahi,https://nl.utako.moe/TV_Asahi/index.m3u8
TV Tokyo,https://nl.utako.moe/TV_Tokyo/index.m3u8
Tokyo MX1,https://nl.utako.moe/Tokyo_MX1/index.m3u8
Tokyo MX2,https://nl.utako.moe/Tokyo_MX2/index.m3u8
NHK BS,https://nl.utako.moe/NHK_BS/index.m3u8
BS NTV,https://nl.utako.moe/bsntv/index.m3u8
BS Asahi,https://nl.utako.moe/bsasahi/index.m3u8
BS TBS,https://nl.utako.moe/bstbs/index.m3u8
BS TV Tokyo,https://nl.utako.moe/bstvtokyo/index.m3u8
BS Fuji,https://nl.utako.moe/bsfuji/index.m3u8
BS10,https://nl.utako.moe/bs10/index.m3u8
BS11_logo_2025.svg.png"BS11
BS12,https://nl.utako.moe/bs12/index.m3u8
NHK BS4K,https://nl.utako.moe/bsp4k/index.m3u8
WOWOW Prime,https://nl.utako.moe/wprime/index.m3u8
WOWOW Cinema,https://nl.utako.moe/wcinema/index.m3u8
WOWOW Live,https://nl.utako.moe/wlive/index.m3u8
BS 10 Premium,https://nl.utako.moe/bs10_star/index.m3u8
JSport 1,https://nl.utako.moe/js1/index.m3u8
JSport 2,https://nl.utako.moe/js2/index.m3u8
JSport 3,https://nl.utako.moe/js3/index.m3u8
JSport 4,https://nl.utako.moe/js4/index.m3u8
Green Channel,https://nl.utako.moe/green/index.m3u8
Animax,https://nl.utako.moe/Animax/index.m3u8
Nihon Eiga Senmon,https://nl.utako.moe/nihoneiga/index.m3u8
Sky A,https://nl.utako.moe/skya/index.m3u8
AT-X,https://nl.utako.moe/AT-X/index.m3u8
Space Shower TV,https://nl.utako.moe/spaceshower/index.m3u8
MTV,https://nl.utako.moe/mtv/index.m3u8
Kayo Pops,https://nl.utako.moe/kayopops/index.m3u8
Kids Station,https://nl.utako.moe/kids_station/index.m3u8
Disney Channel,https://nl.utako.moe/disneychan/index.m3u8
Cartoon Network Japan,https://nl.utako.moe/cartoon_network/index.m3u8
NTV G+,https://nl.utako.moe/ntvgplus/index.m3u8
Family Gekijyo,https://nl.utako.moe/familygeki/index.m3u8
Mondo TV,https://nl.utako.moe/mondo/index.m3u8
Music On TV,https://nl.utako.moe/musicon/index.m3u8
Mnet,https://nl.utako.moe/mnet/index.m3u8
TBS Channel 1,https://nl.utako.moe/tbsch1/index.m3u8
TBS Channel 2,https://nl.utako.moe/tbsch2/index.m3u8
TV Asahi Channel 1,https://nl.utako.moe/ex_ch1/index.m3u8
TV Asahi Channel 2,https://nl.utako.moe/ex_ch2/index.m3u8
Fuji TV One,https://nl.utako.moe/fuji_one/index.m3u8
Fuji TV Two,https://nl.utako.moe/fuji_two/index.m3u8
Fuji TV Next,https://nl.utako.moe/fuji_next/index.m3u8
Neco Channel,https://nl.utako.moe/neco/index.m3u8
Dlife,https://nl.utako.moe/dlife/index.m3u8
Toei Channel,https://nl.utako.moe/toei/index.m3u8
Fighting TV Samurai,https://nl.utako.moe/fighting_tv/index.m3u8
Entermei Tele,https://nl.utako.moe/entermei_tele/index.m3u8
Sport Live Plus,https://nl.utako.moe/sport_live_plus/index.m3u8
Home Drama Channel,https://nl.utako.moe/homedrama/index.m3u8
Channel Ginga,https://nl.utako.moe/gingach/index.m3u8
Tabi Channel,https://nl.utako.moe/tabi/index.m3u8
Pigoo (NSFW),https://nl.utako.moe/pigoo/index.m3u8
V Paradise (NSFW),https://nl.utako.moe/v_paradise/index.m3u8

Arirang TV,https://www.youtube.com/watch?v=CJVBX7KI5nU
KBS WORLD TV,https://www.youtube.com/watch?v=OxQQsIvJTTU
KBS News,https://www.youtube.com/watch?v=M1WrMEUOBsU
MBC,https://www.youtube.com/watch?v=q9bM12ucTIY
THE K-POP,https://www.youtube.com/watch?v=JVocS7Yftw8
YonhapnewsTV,https://www.youtube.com/watch?v=6QZ_qc75ihU
YTN,https://www.youtube.com/watch?v=FJfwehhzIhw
매일경제TV,https://www.youtube.com/watch?v=s9xL1DpBsfQ
벌거벗은 세계사,https://www.youtube.com/watch?v=b5UeAVqz4cI
SBS,https://www.youtube.com/watch?v=RevYuGM_Bx0




🏆 體育專區,#genre#






🎵 綜合音樂,#genre#



1muz,http://hz1.teleport.cc/HLS/HD.m3u8
Bossa Nova Jazz,https://www.youtube.com/watch?v=NpokNpxhDmI
Chillout Lounge 2025,https://www.youtube.com/watch?v=QrX_hJVIOrE
Coffee Jazz,https://www.youtube.com/watch?v=fEvM-OUbaKs
Deep & Melodic House,https://www.youtube.com/watch?v=WsDyRAPFBC8
Deep House Radio,https://www.youtube.com/watch?v=IkmLXvBfVv0
Deep House,https://www.youtube.com/watch?v=Ihm9OQWmibA
Hits Radio 1,https://www.youtube.com/watch?v=3MOrgUjiigE
Best Radio 1 POP Hits,https://www.youtube.com/watch?v=b-bK2Vn3D38
jazz lofi radio,https://www.youtube.com/watch?v=HuFYqnbVbzY
KKBOX華語單曲排行週榜,https://www.youtube.com/watch?v=99rLT2xf8T8
Live POP Radio,https://www.youtube.com/watch?v=p7ZIMv7SqW4
lofi hip hop radio,https://www.youtube.com/watch?v=28KRPhVzCus
LofiGirl,https://www.youtube.com/watch?v=jfKfPfyJRdk
Morning Vibes 2025,https://www.youtube.com/watch?v=ZHkkgIA0Dy4
Music Radio 1,https://www.youtube.com/watch?v=FVLNVecHzvI
Old Beautiful Soft Rock,https://www.youtube.com/watch?v=ZTqt3CYehuE
Peaceful Music,https://www.youtube.com/watch?v=dXIyMS61B68
Progressive House,https://www.youtube.com/watch?v=d8Oc90QevaI
Radio POP Mix,https://www.youtube.com/watch?v=x-JC7sJJUW8
Rainy Piano Radio,https://www.youtube.com/watch?v=-5ajVJ1Yxlg
Relaxing Jazz Piano,https://www.youtube.com/watch?v=Dx5qFachd3A
Spa Music,https://www.youtube.com/watch?v=DnoTqKe04Rc
Space Ambient Music,https://www.youtube.com/watch?v=QOzC_AbsPlw
Winter Luxury Lounge 2026,https://www.youtube.com/watch?v=eoFU5bMS_uY
Starbucks Music,https://www.youtube.com/watch?v=Efu7J9uQMxY
The Good Life Radio,https://www.youtube.com/watch?v=36YnV9STBqc
THE K-POP,https://www.youtube.com/watch?v=JVocS7Yftw8
美丽城市和软钢琴音乐,https://www.youtube.com/watch?v=TZikBxNaaQk
浪漫吉他音樂,https://www.youtube.com/watch?v=xNgv8mIk0tA
減輕壓力音樂,https://www.youtube.com/watch?v=wKg71lcs5Nw
舒緩神經音樂,https://www.youtube.com/watch?v=DO9WCXMfRuc
溫暖英文歌單,https://www.youtube.com/watch?v=IomlsrbTFsQ
睡眠音樂-1,https://www.youtube.com/watch?v=b_TW4NYsbOo
睡眠音樂-2,https://www.youtube.com/watch?v=TO4CiZXapP0
睡眠音樂-3,https://www.youtube.com/watch?v=G6M5Upcrwf8
睡眠音樂-4,https://www.youtube.com/watch?v=hYz1oOcAuk8
睡眠音樂-5,https://www.youtube.com/watch?v=zoz0eXzFFns
緩解壓力-1,https://www.youtube.com/watch?v=c9n4t53pAA0
緩解壓力-2,https://www.youtube.com/watch?v=BcwNV1cCoaU
緩解壓力-3,https://www.youtube.com/watch?v=SjkGdCuT8zg
緩解壓力-4,https://www.youtube.com/watch?v=pw5gYa4-yGI
心情放鬆的韓文歌,https://www.youtube.com/watch?v=z5GAa0JdnNU





📻 廣播電台,#genre#



80後音樂,http://stream3.hndt.com/now/SFZeH2cb/playlist.m3u8
AsiaFMHD音樂台,http://asiafm.hk:8000/asiahd
AsiaFM亞洲音樂台,http://asiafm.hk:8000/asiafm
AsiaFM亞洲經典台,http://goldfm.cn:8000/goldfm
AsiaFM亞洲電台,http://stream.rcs.revma.com/xpgtqc74hv8uv
BravoFM臺北都會音樂台,https://onair.bravo913.com.tw:9130/live.mp3
CAPITAL 958,https://19183.live.streamtheworld.com/CAPITAL958FM_PREM.aac
CityFM大苗栗,http://fm983.cityfm.tw:8080/983.mp3
CityFM台南知音,http://fm971.cityfm.tw:8080/971.mp3
CityFM城市廣播,http://fm929.cityfm.tw:8080/929.mp3
CityFM臺北健康,http://fm901.cityfm.tw:8080/901.mp3
CRI 南海之聲,http://sk.cri.cn/nhzs.m3u8
HD音樂,https://lhttp.qingting.fm/live/15318341/64k.mp3
Lounge Radio,http://streaming.radionomy.com/JamendoLounge
M-Radio全國廣播,http://stream.rcs.revma.com/044q61ha7a0uv
M-Radio全國廣播,http://stream.rcs.revma.com/044q61ha7a0uv/hls.m3u8
News98新聞台,http://stream.rcs.revma.com/55tyxsy4qtzuv
News98新聞台,http://n08.rcs.revma.com/55tyxsy4qtzuv?rj-ttl=5&rj-tok=AAABexIiGVkA-wjPtoygVgeNGQ
News98新聞台,http://n12.rcs.revma.com/55tyxsy4qtzuv
News98新聞台,http://stream.rcs.revma.com/55tyxsy4qtzuv
RTI國語,http://streamak0138.akamaized.net/live0138lh-mbm9/_definst_/rti3/playlist.m3u8
中廣流行網,http://n14.rcs.revma.com/aw9uqyxy2tzuv
中廣流行網,http://stream.rcs.revma.com/aw9uqyxy2tzuv
中廣音樂網,http://stream.rcs.revma.com/ks4vsmg3qtzuv
中廣新聞網,http://n12.rcs.revma.com/78fm9wyy2tzuv
中廣新聞網,http://stream.rcs.revma.com/78fm9wyy2tzuv
天籟古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
太陽電台,http://211.20.119.102:8081
心靈音樂館,http://play-radio-stream3.hndt.com/now/AFqvb0VX/playlist.m3u8
古典音樂台,http://59.120.88.155:8000/live.mp3
古典音樂台,https://onair.family977.com.tw:8977/live.mp3
台中廣播電臺,http://211.20.119.101:8081
台南知音,http://fm971.cityfm.tw:8080/971.mp3
正義電台,http://211.20.119.103:8081
正聲FM104.1,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live1/playlist.m3u8
正聲綜合,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live2/playlist.m3u8
民謠藍調,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
全國治安交通台,http://stream.pbs.gov.tw:1935/live/PBS/playlist.m3u8
全國治安交通網,http://stream.pbs.gov.tw:1935/live/mp3:PBS/playlist.m3u8
私房音樂,http://livestream.1766.today:1769/live1.mp3
亞洲天空,https://lhttp.qingting.fm/live/20071/64k.mp3
亞洲音樂,https://lhttp.qingting.fm/live/5022405/64k.mp3
亞洲粵語,https://lhttp.qingting.fm/live/15318569/64k.mp3
亞洲經典,https://lhttp.qingting.fm/live/5021912/64k.mp3
亞洲熱歌,https://live.ximalaya.com/radio-first-page-app/live/1908/64.m3u8?transcode=ts
店頭音樂,http://livestream.1766.today:1781/live2.mp3
飛特電台,https://phate.io/listen.ogg
飛碟電台,http://n08.rcs.revma.com/em90w4aeewzuv
飛碟電台,http://stream.rcs.revma.com/em90w4aeewzuv
香港第三台,https://rthkaudio3-lh.akamaihd.net/i/radio3_1@355866/master.m3u8
員警廣播台中分台,http://stream.pbs.gov.tw:1935/live/TCS/playlist.m3u8
員警廣播台東分台,http://stream.pbs.gov.tw:1935/live/TTS/playlist.m3u8
員警廣播台南分台,http://stream.pbs.gov.tw:1935/live/TNS/playlist.m3u8
員警廣播宜蘭分台,http://stream.pbs.gov.tw:1935/live/ELS/playlist.m3u8
員警廣播花蓮分台,http://stream.pbs.gov.tw:1935/live/HLS/playlist.m3u8
員警廣播高雄分台,http://stream.pbs.gov.tw:1935/live/KSS/playlist.m3u8
員警廣播新竹分台,http://stream.pbs.gov.tw:1935/live/SCS/playlist.m3u8
員警廣播臺北分台,http://stream.pbs.gov.tw:1935/live/TPS/playlist.m3u8
動感音樂台1,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
動感音樂台2,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
動感音樂台3,http://stream3.hndt.com/now/SXJtR4M4/playlist.m3u8
動感音樂台4,http://stream3.hndt.com/now/C5NvUpwy/playlist.m3u8
國立教育電台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
清晨音樂台,http://live.xmcdn.com:80/live/1011/64.m3u8
臺北廣播電台FM93.1,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/fm/playlist.m3u8
臺灣Lounge Radio音樂,http://streaming.radionomy.com/JamendoLounge
臺灣古典音樂台,http://59.120.88.155:8000/live.mp3
臺灣國立教育廣播,https://cast.ner.gov.tw/1?_t=1628097047202
舞迷心竅,http://play-radio-stream3.hndt.com/now/WBhgSD3A/playlist.m3u8
輕鬆電台,http://stream.rcs.revma.com/k41z6wadu5hvv
潮流音樂,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
環宇廣播,http://stream.rcs.revma.com/srn5f9kmwxhvv












